# Generated from the pinned Grok Bot 0.18 reference tree. Do not delete rows; update status/evidence as modules land.
# Reference: b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634
grok_path,grok_responsibility,evidence_anchor,ios_target_path,target_runtime,parity_class,implementation_status,test_evidence,replaces_ios_path,adaptation_reason
frontend/src/dev/DevShell.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/dev/DevShell.tsx,frontend/src/dev/DevShell.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/dev/dom-inspector.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/dev/dom-inspector.ts,frontend/src/dev/dom-inspector.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/env.d.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/env.d.ts,frontend/src/env.types.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/main.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/main.tsx,frontend/src/main.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/agent-name-editor-model.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/agent-name-editor-model.ts,frontend/src/production/agent-name-editor-model.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/agent-row-actions-model.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/agent-row-actions-model.ts,frontend/src/production/agent-row-actions-model.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/AgentDeleteConfirmation.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/AgentDeleteConfirmation.tsx,frontend/src/production/AgentDeleteConfirmation.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/AgentNameEditor.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/AgentNameEditor.tsx,frontend/src/production/AgentNameEditor.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/AgentRowActions.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/AgentRowActions.tsx,frontend/src/production/AgentRowActions.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/bootstrap.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/bootstrap.tsx,frontend/src/production/bootstrap.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/command-palette-link-provider.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/command-palette-link-provider.ts,frontend/src/production/command-palette-link-provider.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/command-palette-message-provider.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/command-palette-message-provider.ts,frontend/src/production/command-palette-message-provider.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/command-palette-model.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/command-palette-model.ts,frontend/src/production/command-palette-model.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/command-palette-provider.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/command-palette-provider.ts,frontend/src/production/command-palette-provider.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/command-palette-root-commands.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/command-palette-root-commands.ts,frontend/src/production/command-palette-root-commands.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/command-palette-search-provider.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/command-palette-search-provider.ts,frontend/src/production/command-palette-search-provider.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/command-palette-update-command.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/command-palette-update-command.ts,frontend/src/production/command-palette-update-command.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/CommandPalette.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/CommandPalette.tsx,frontend/src/production/CommandPalette.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/coordinator-client.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/coordinator-client.ts,frontend/src/production/coordinator-client.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/evidence.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/evidence.ts,frontend/src/production/evidence.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/group-members-root.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/group-members-root.ts,frontend/src/production/group-members-root.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/local-tool-permission-scope.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/local-tool-permission-scope.ts,frontend/src/production/local-tool-permission-scope.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/model.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/model.ts,frontend/src/production/model.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/production.css,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/production.css,frontend/src/production/production.style.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/ProductionRenderer.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/ProductionRenderer.tsx,frontend/src/production/ProductionRenderer.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/reaction-root.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/reaction-root.ts,frontend/src/production/reaction-root.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/runtime-assets.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/runtime-assets.ts,frontend/src/production/runtime-assets.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/settings-notice-controller.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/settings-notice-controller.ts,frontend/src/production/settings-notice-controller.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/sidebar-model.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/sidebar-model.ts,frontend/src/production/sidebar-model.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/production/strict-mode-disposal.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/production/strict-mode-disposal.ts,frontend/src/production/strict-mode-disposal.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/catalog.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/catalog.ts,frontend/src/recovered/catalog.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/contracts/desktop-bridge.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/contracts/desktop-bridge.ts,frontend/src/recovered/contracts/desktop-bridge.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/contracts/main-rpc.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/contracts/main-rpc.ts,frontend/src/recovered/contracts/main-rpc.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/contracts/rpc-edge.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/contracts/rpc-edge.ts,frontend/src/recovered/contracts/rpc-edge.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/contracts/surface-notice.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/contracts/surface-notice.ts,frontend/src/recovered/contracts/surface-notice.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/about/overlay/view.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/about/overlay/view.tsx,frontend/src/recovered/features/about/overlay/view.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/access/cover/composition.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/access/cover/composition.ts,frontend/src/recovered/features/access/cover/composition.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/access/cover/computer-rebuild-box-store.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/access/cover/computer-rebuild-box-store.ts,frontend/src/recovered/features/access/cover/computer-rebuild-box-store.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/access/cover/computer-rebuild-migration-store.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/access/cover/computer-rebuild-migration-store.ts,frontend/src/recovered/features/access/cover/computer-rebuild-migration-store.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/access/cover/computer-rebuild-model.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/access/cover/computer-rebuild-model.ts,frontend/src/recovered/features/access/cover/computer-rebuild-model.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/access/cover/computer-rebuild-transport-store.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/access/cover/computer-rebuild-transport-store.ts,frontend/src/recovered/features/access/cover/computer-rebuild-transport-store.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/access/cover/first-box-gate.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/access/cover/first-box-gate.ts,frontend/src/recovered/features/access/cover/first-box-gate.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/access/cover/model.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/access/cover/model.ts,frontend/src/recovered/features/access/cover/model.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/access/cover/rebuild-signal.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/access/cover/rebuild-signal.ts,frontend/src/recovered/features/access/cover/rebuild-signal.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/access/cover/roster-snapshot-store.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/access/cover/roster-snapshot-store.ts,frontend/src/recovered/features/access/cover/roster-snapshot-store.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/access/cover/view.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/access/cover/view.tsx,frontend/src/recovered/features/access/cover/view.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/account/session/menu.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/account/session/menu.tsx,frontend/src/recovered/features/account/session/menu.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/account/session/sign-in-status.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/account/session/sign-in-status.tsx,frontend/src/recovered/features/account/session/sign-in-status.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/account/session/sign-out.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/account/session/sign-out.tsx,frontend/src/recovered/features/account/session/sign-out.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/async-tasks/clock.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/async-tasks/clock.ts,frontend/src/recovered/features/agent-info/async-tasks/clock.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/async-tasks/provider.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/async-tasks/provider.ts,frontend/src/recovered/features/agent-info/async-tasks/provider.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/async-tasks/view.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/async-tasks/view.tsx,frontend/src/recovered/features/agent-info/async-tasks/view.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/avatar-editor/controller.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/avatar-editor/controller.ts,frontend/src/recovered/features/agent-info/avatar-editor/controller.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/avatar-editor/model.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/avatar-editor/model.ts,frontend/src/recovered/features/agent-info/avatar-editor/model.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/avatar-editor/production-adapter.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/avatar-editor/production-adapter.ts,frontend/src/recovered/features/agent-info/avatar-editor/production-adapter.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/avatar-editor/view.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/avatar-editor/view.tsx,frontend/src/recovered/features/agent-info/avatar-editor/view.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/channels/model.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/channels/model.ts,frontend/src/recovered/features/agent-info/channels/model.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/channels/view.css,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/channels/view.css,frontend/src/recovered/features/agent-info/channels/view.style.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/channels/view.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/channels/view.tsx,frontend/src/recovered/features/agent-info/channels/view.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/group-members/bridge.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/group-members/bridge.ts,frontend/src/recovered/features/agent-info/group-members/bridge.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/group-members/model.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/group-members/model.ts,frontend/src/recovered/features/agent-info/group-members/model.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/group-members/route.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/group-members/route.ts,frontend/src/recovered/features/agent-info/group-members/route.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/group-members/view.css,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/group-members/view.css,frontend/src/recovered/features/agent-info/group-members/view.style.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/group-members/view.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/group-members/view.tsx,frontend/src/recovered/features/agent-info/group-members/view.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/settings/model.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/settings/model.ts,frontend/src/recovered/features/agent-info/settings/model.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/settings/view.css,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/settings/view.css,frontend/src/recovered/features/agent-info/settings/view.style.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/settings/view.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/settings/view.tsx,frontend/src/recovered/features/agent-info/settings/view.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/shared-room/bridge.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/shared-room/bridge.ts,frontend/src/recovered/features/agent-info/shared-room/bridge.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/shared-room/controller.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/shared-room/controller.ts,frontend/src/recovered/features/agent-info/shared-room/controller.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/shared-room/model.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/shared-room/model.ts,frontend/src/recovered/features/agent-info/shared-room/model.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/shared-room/trigger.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/shared-room/trigger.tsx,frontend/src/recovered/features/agent-info/shared-room/trigger.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/agent-info/shared-room/view.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/agent-info/shared-room/view.tsx,frontend/src/recovered/features/agent-info/shared-room/view.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/automations/routines/controller.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/automations/routines/controller.ts,frontend/src/recovered/features/automations/routines/controller.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/automations/routines/run-history-clock.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/automations/routines/run-history-clock.ts,frontend/src/recovered/features/automations/routines/run-history-clock.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/automations/routines/run-history-provider.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/automations/routines/run-history-provider.ts,frontend/src/recovered/features/automations/routines/run-history-provider.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/automations/routines/run-history.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/automations/routines/run-history.ts,frontend/src/recovered/features/automations/routines/run-history.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/automations/routines/schedule-editor.tsx,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/automations/routines/schedule-editor.tsx,frontend/src/recovered/features/automations/routines/schedule-editor.view.swift,SwiftUI,direct-equivalent,mapped,,,
frontend/src/recovered/features/automations/routines/schedule.ts,native renderer / interaction surface,b-nnett/grok-bot-0.18-reconstructed@a9f633e09d49a85829b8236331b9e21f7e612634:frontend/src/recovered/features/automations/routines/schedule.ts,frontend/src/recovered/features/automations/routines/schedule.swift,SwiftUI,direct-equivalent,mapped,,,
